title,category,upc,product_type,price_excl,price_incl,tax,no_of_reviews,stock_availability,available_count
The Communist Manifesto,Add a comment,18b4545a5ed15581,Books,14.76,14.76,0.0,0,In stock,1
The Bhagavad Gita,Religion,f3a0b8c835129558,Books,57.49,57.49,0.0,0,In stock,1
The Bette Davis Club,Fiction,dfb0849016bc122c,Books,30.66,30.66,0.0,0,In stock,1
The Art of Not Breathing,Young Adult,5bc1fbccfbf2355c,Books,40.83,40.83,0.0,0,In stock,1
Taking Shots (Assassins #1),Default,a7eef9d6795422c1,Books,18.88,18.88,0.0,0,In stock,1
Starlark,Historical Fiction,e25164e5b3fe208b,Books,25.83,25.83,0.0,0,In stock,1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,2ac720f76384c57e,Books,42.12,42.12,0.0,0,In stock,1
Sister Sable (The Mad Queen #1),Fantasy,3a9a7c5895e82646,Books,13.33,13.33,0.0,0,In stock,1
Shatter Me (Shatter Me #1),Default,9ed7090d8fa690b0,Books,42.4,42.4,0.0,0,In stock,1
Shameless,New Adult,c068c013d6921fea,Books,58.35,58.35,0.0,0,In stock,1
Shadow Rites (Jane Yellowrock #10),Fantasy,229cd6564bf0dce4,Books,21.72,21.72,0.0,0,In stock,1
Settling the Score (The Summer Games #1),Sports and Games,132adf7335bb384a,Books,44.91,44.91,0.0,0,In stock,1
Sense and Sensibility,Classics,35e44170702139a4,Books,37.46,37.46,0.0,0,In stock,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,4f64568dfefa3ce7,Books,28.48,28.48,0.0,0,In stock,1
"Rhythm, Chord & Malykhin",Romance,9efb397067eb7e8a,Books,28.34,28.34,0.0,0,In stock,1
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,3cdca3b4a93980f5,Books,46.96,46.96,0.0,0,In stock,1
Paradise Lost (Paradise #1),Default,849db7ab7f4a640c,Books,24.96,24.96,0.0,0,In stock,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,bcbcbcf0f6ed196f,Books,21.71,21.71,0.0,0,In stock,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,326825e02a198cf6,Books,29.87,29.87,0.0,0,In stock,1
Origins (Alphas 0.5),Fantasy,8932e5c12f12ffed,Books,28.99,28.99,0.0,0,In stock,1
One Second (Seven #7),Fantasy,7ea31f38675b91c1,Books,52.94,52.94,0.0,0,In stock,1
On the Road (Duluoz Legend),Default,9ff997ab15713e53,Books,32.36,32.36,0.0,0,In stock,1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,a1985630339f4b3d,Books,55.66,55.66,0.0,0,In stock,1
Off Sides (Off #1),New Adult,b6f1cfadc4dd79d4,Books,39.45,39.45,0.0,0,In stock,1
Of Mice and Men,Classics,39592d9d72e717c4,Books,47.11,47.11,0.0,0,In stock,1
Myriad (Prentor #1),Fantasy,63e20a0f98218a87,Books,58.75,58.75,0.0,0,In stock,1
My Perfect Mistake (Over the Top #1),Romance,fd78f89878479f56,Books,38.92,38.92,0.0,0,In stock,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,35a60467893aa168,Books,39.39,39.39,0.0,0,In stock,1
Meditations,Philosophy,4f19709e47883df5,Books,25.89,25.89,0.0,0,In stock,1
Matilda,Childrens,1053fb7ee17a1f33,Books,28.34,28.34,0.0,0,In stock,1
Lost Among the Living,Historical Fiction,d510567580c8be52,Books,27.7,27.7,0.0,0,In stock,1
Lord of the Flies,Add a comment,71a6471bbdac21d9,Books,24.89,24.89,0.0,0,In stock,1
Listen to Me (Fusion #1),Romance,6e712ea24e77bd96,Books,58.99,58.99,0.0,0,In stock,1
Kitchens of the Great Midwest,Fiction,06f6a57a6d532844,Books,57.2,57.2,0.0,0,In stock,1
Jane Eyre,Default,8d390a1fc3133d06,Books,38.43,38.43,0.0,0,In stock,1
Imperfect Harmony,Romance,f28f7299d38c0932,Books,34.74,34.74,0.0,0,In stock,1
Icing (Aces Hockey #2),Sports and Games,3455b45888fb5053,Books,40.44,40.44,0.0,0,In stock,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,6fe02600f322a0a9,Books,45.24,45.24,0.0,0,In stock,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,6717a70913b3db79,Books,34.96,34.96,0.0,0,In stock,1
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,eb0fe24bbc845ecc,Books,56.76,56.76,0.0,0,In stock,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,72e6fbf4f6382557,Books,40.28,40.28,0.0,0,In stock,1
Frankenstein,Default,a492f49a3e2b6a71,Books,38.0,38.0,0.0,0,In stock,1
Forever Rockers (The Rocker #12),Music,e564c3f1a93ccf2e,Books,28.8,28.8,0.0,0,In stock,1
Fighting Fate (Fighting #6),Romance,6390772a3094939d,Books,39.24,39.24,0.0,0,In stock,1
Emma,Classics,2e69730561ed70ad,Books,32.93,32.93,0.0,0,In stock,1
"Eat, Pray, Love",Nonfiction,df56868afd166557,Books,51.32,51.32,0.0,0,In stock,1
Deep Under (Walker Security #1),Romance,0072b94dfa30608e,Books,47.09,47.09,0.0,0,In stock,1
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,a812f6969ddf3e39,Books,28.42,28.42,0.0,0,In stock,1
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,1774749f2cee292f,Books,22.85,22.85,0.0,0,In stock,1
Charity's Cross (Charles Towne Belles #4),Romance,a96404cb928895f3,Books,41.24,41.24,0.0,0,In stock,1
Bright Lines,Fiction,230ac636ea0ea415,Books,39.07,39.07,0.0,0,In stock,1
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,a2b4b685dfa94733,Books,29.82,29.82,0.0,0,In stock,1
Bounty (Colorado Mountain #7),Romance,abc0b15f2c907ff0,Books,37.26,37.26,0.0,0,In stock,1
Blood Defense (Samantha Brinkman #1),Mystery,95cdfd514098c38b,Books,20.3,20.3,0.0,0,In stock,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,099fae4a0705d63b,Books,34.65,34.65,0.0,0,In stock,1
Beyond Good and Evil,Philosophy,08672cd59171d5e4,Books,43.38,43.38,0.0,0,In stock,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,cd2a2a70dd5d176d,Books,55.53,55.53,0.0,0,In stock,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,bfd5e1701c862ac3,Books,57.06,57.06,0.0,0,In stock,1
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,19fec36a1dfb4c16,Books,16.97,16.97,0.0,0,In stock,1
1st to Die (Women's Murder Club #1),Mystery,f684a82adc49f011,Books,53.98,53.98,0.0,0,In stock,1
"1,000 Places to See Before You Die",Travel,228ba5e7577e1d49,Books,26.08,26.08,0.0,0,In stock,1
